SampleID,Achromobacter_denitrificans,Achromobacter_xylosoxidans,Acinetobacter_baumannii,Acinetobacter_lwoffii,Acinetobacter_ursingii,Actinobacillus_pleuropneumoniae,Actinobaculum_massiliense,Actinomyces_graevenitzii,Actinomyces_oris,Actinomyces_urogenitalis,Actinosynnema_pretiosum,Aeromonas_caviae,Aeromonas_hydrophila,Aeromonas_salmonicida,Akkermansia_muciniphila,Alkalihalobacillus_clausii,Amedibacillus_dolichus,Amedibacterium_intestinale,Anaerococcus_obesiensis,Anaerococcus_senegalensis,Anaerococcus_vaginalis,Anaerostipes_caccae,Anaerotruncus_colihominis,Arabia_massiliensis,Arachnia_massiliensis,Atlantibacter_hermannii,Bacillus_amyloliquefaciens,Bacillus_anthracis,Bacillus_cereus,Bacillus_licheniformis,Bacillus_thuringiensis,Bacteroides_acidifaciens,Bacteroides_massiliensis,Bacteroides_stercoris,Bacteroides_vulgatus,Bifidobacterium_adolescentis,Bifidobacterium_angulatum,Bifidobacterium_bifidum,Bifidobacterium_breve,Bifidobacterium_dentium,Bifidobacterium_gallinarum,Bifidobacterium_infantis,Bifidobacterium_kashiwanohense,Bifidobacterium_longum,Bifidobacterium_pseudocatenulatum,Bifidobacterium_pullorum,Bifidobacterium_ruminantium,Bifidobacterium_scardovii,Bifidobacterium_thermophilum,Blautia_luti,Blautia_obeum,Cedecea_davisae,Cedecea_lapagei,Cedecea_neteri,Chimaeribacter_arupi,Citrobacter_amalonaticus,Citrobacter_braakii,Citrobacter_europaeus,Citrobacter_farmeri,Citrobacter_freundii,Citrobacter_gillenii,Citrobacter_koseri,Citrobacter_portucalensis,Citrobacter_rodentium,Citrobacter_sedlakii,Citrobacter_werkmanii,Citrobacter_youngae,Clostridioides_difficile,Clostridium_baratii,Clostridium_beijerinckii,Clostridium_botulinum,Clostridium_butyricum,Clostridium_celatum,Clostridium_cuniculi,Clostridium_disporicum,Clostridium_ihumii,Clostridium_kluyveri,Clostridium_massiliamazoniense,Clostridium_neonatale,Clostridium_nigeriense,Clostridium_paraputrificum,Clostridium_perfringens,Clostridium_saccharoperbutylacetonicum,Clostridium_saudiense,Clostridium_senegalense,Clostridium_septicum,Clostridium_tertium,Clostridium_tetani,Clostridium_ventriculi,Collinsella_stercoris,Corynebacterium_afermentans,Corynebacterium_amycolatum,Corynebacterium_aurimucosum,Corynebacterium_diphtheriae,Corynebacterium_glutamicum,Corynebacterium_jeikeium,Corynebacterium_kefirresidentii,Corynebacterium_kroppenstedtii,Corynebacterium_phoceense,Corynebacterium_simulans,Corynebacterium_striatum,Corynebacterium_vitaeruminis,Cronobacter_malonaticus,Cronobacter_muytjensii,Cronobacter_sakazakii,Cupriavidus_metallidurans,Cutibacterium_acnes,Cutibacterium_avidum,Cutibacterium_granulosum,Delftia_acidovorans,Delftia_tsuruhatensis,Dermabacter_hominis,Dialister_hominis,Dickeya_aquatica,Dickeya_chrysanthemi,Dickeya_dadantii,Dickeya_dianthicola,Dickeya_fangzhongdai,Duncaniella_dubosii,Dysosmobacter_welbionis,Edwardsiella_anguillarum,Eggerthella_lenta,Eikenella_corrodens,Eisenbergiella_massiliensis,Eisenbergiella_tayi,Ellagibacter_isourolithinifaciens,Enterobacter_asburiae,Enterobacter_bugandensis,Enterobacter_cancerogenus,Enterobacter_chengduensis,Enterobacter_cloacae,Enterobacter_hormaechei,Enterobacter_kobei,Enterobacter_ludwigii,Enterobacter_mori,Enterobacter_oligotrophica,Enterobacter_roggenkampii,Enterobacter_sichuanensis,Enterobacter_timonensis,Enterobacteriaceae_bacterium,Enterococcus_avium,Enterococcus_devriesei,Enterococcus_durans,Enterococcus_faecalis,Enterococcus_faecium,Enterococcus_gilvus,Enterococcus_mundtii,Enterococcus_raffinosus,Enteroscipio_rubneri,Erysipelatoclostridium_ramosum,Erysipelatoclostridium_saccharogumia,Erysipelatoclostridium_spiroforme,Escherichia_albertii,Escherichia_coli,Escherichia_fergusonii,Escherichia_marmotae,Eubacterium_callanderi,Eubacterium_limosum,Eubacterium_ramulus,Extibacter_hylemonae,Faecalibacterium_prausnitzii,Faecalimonas_phoceensis,Faecalimonas_umbilicata,Finegoldia_magna,Flaviflexus_massiliensis,Flavonifractor_plautii,Fusobacterium_hwasookii,Fusobacterium_nucleatum,Gemella_haemolysans,Gleimia_europaea,Gordonibacter_massiliensis,Gordonibacter_pamelaeae,Haemophilus_ducreyi,Haemophilus_parahaemolyticus,Haemophilus_parainfluenzae,Haemophilus_somnus,Hafnia_alvei,Intestinimonas_butyriciproducens,Kallipyga_gabonensis,Klebsiella_aerogenes,Klebsiella_grimontii,Klebsiella_indica,Klebsiella_michiganensis,Klebsiella_oxytoca,Klebsiella_pneumoniae,Klebsiella_quasipneumoniae,Klebsiella_quasivariicola,Klebsiella_variicola,Kluyvera_ascorbata,Kosakonia_cowanii,Kytococcus_sedentarius,Lachnoanaerobaculum_orale,Lactobacillus_brevis,Lactobacillus_casei,Lactobacillus_crispatus,Lactobacillus_fermentum,Lactobacillus_gasseri,Lactobacillus_helveticus,Lactobacillus_johnsonii,Lactobacillus_lindneri,Lactobacillus_paracasei,Lactobacillus_paragasseri,Lactobacillus_rhamnosus,Lactococcus_lactis,Leclercia_adecarboxylata,Leminorella_richardii,Ligilactobacillus_animalis,Limosilactobacillus_antri,Mediterraneibacter_butyricigenes,Mediterraneibacter_faecis,Mediterraneibacter_torques,Megasphaera_elsdenii,Microvirga_massiliensis,Mixta_calida,Mixta_theicola,Morganella_morganii,Muricomes_fissicatena,Mycobacterium_tuberculosis,Negativicoccus_massiliensis,Negativicoccus_succinicivorans,Neisseria_gonorrhoeae,Neisseria_macacae,Neisseria_subflava,Nesterenkonia_massiliensis,Noviherbaspirillum_massiliense,Olegusella_massiliensis,Pantoea_agglomerans,Pantoea_ananatis,Pantoea_anthophila,Pantoea_brenneri,Pantoea_conspicua,Pantoea_eucalypti,Pantoea_septica,Pantoea_stewartii,Parabacteroides_distasonis,Paraclostridium_sordellii,Pasteurella_multocida,Pauljensenia_polynesiensis,Pauljensenia_radingae,Pauljensenia_turicensis,Pectobacterium_brasiliense,Pectobacterium_parmentieri,Peptococcus_niger,Peptoniphilus_grossensis,Peptoniphilus_lacydonensis,Peptoniphilus_obesi,Peptoniphilus_phoceensis,Phytobacter_diazotrophicus,Phytobacter_massiliensis,Phytobacter_ursingii,Pluralibacter_gergoviae,Prevotella_bivia,Prevotella_lascolaii,Prevotella_oris,Prevotella_veroralis,Propionibacterium_acidifaciens,Propionibacterium_acnes,Propionibacterium_freudenreichii,Proteus_cibarius,Proteus_hauseri,Proteus_mirabilis,Proteus_vulgaris,Providencia_rettgeri,Providencia_stuartii,Pseudescherichia_vulneris,Pseudoalteromonas_haloplanktis,Pseudoflavonifractor_capillosus,Pseudomonas_aeruginosa,Pseudomonas_entomophila,Pseudomonas_extremaustralis,Pseudomonas_fluorescens,Pseudomonas_fulva,Pseudomonas_massiliensis,Pseudomonas_mendocina,Pseudomonas_putida,Pseudomonas_stutzeri,Pseudomonas_syringae,Rahnella_variigena,Ralstonia_pickettii,Raoultella_electrica,Raoultella_ornithinolytica,Raoultella_planticola,Renibacterium_salmoninarum,Rhodoferax_koreense,Romboutsia_dakarensis,Romboutsia_timonensis,Rothia_mucilaginosa,Rubneribacter_badeniensis,Ruthenibacterium_lactatiformans,Salmonella_bongori,Salmonella_enterica,Salmonella_typhi,Schaalia_odontolytica,Serratia_liquefaciens,Serratia_marcescens,Serratia_plymuthica,Serratia_proteamaculans,Serratia_rubidaea,Serratia_ureilytica,Shigella_boydii,Shigella_dysenteriae,Shigella_flexneri,Shigella_sonnei,Sodalis_glossinidius,Staphylococcus_argenteus,Staphylococcus_aureus,Staphylococcus_delphini,Staphylococcus_epidermidis,Staphylococcus_haemolyticus,Staphylococcus_lugdunensis,Staphylococcus_schleiferi,Staphylococcus_warneri,Stenotrophomonas_maltophilia,Stenotrophomonas_maltophiliaK,Stenotrophomonas_maltophiliaQ,Streptococcus_agalactiae,Streptococcus_anginosus,Streptococcus_canis,Streptococcus_cristatus,Streptococcus_dysgalactiae,Streptococcus_equi,Streptococcus_equinus,Streptococcus_gallolyticus,Streptococcus_gordonii,Streptococcus_intermedius,Streptococcus_lutetiensis,Streptococcus_macedonicus,Streptococcus_milleri,Streptococcus_mitis,Streptococcus_oralis,Streptococcus_pasteurianus,Streptococcus_pneumoniae,Streptococcus_pseudopneumoniae,Streptococcus_pyogenes,Streptococcus_salivarius,Streptococcus_sanguinis,Streptococcus_suis,Streptococcus_thermophilus,Streptococcus_vestibularis,Streptomyces_spongiicola,Terrisporobacter_glycolicus,Terrisporobacter_othiniensis,Timonella_senegalensis,Ureaplasma_parvum,Varibaculum_cambriense,Varibaculum_massiliense,Varibaculum_timonense,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,Vibrio_cholerae,Vibrio_fischeri,Vibrio_fluvialis,Vibrio_vulnificus,Winkia_neuii,Xanthomonas_oryzae,Yersinia_enterocolitica,Yersinia_intermedia,Yersinia_massiliensis,Yersinia_pestis,Yersinia_pseudotuberculosis,Yokenella_regensburgei,NEC_onset2,NEC_status,DOL,Days_before_NEC_onset,Patient
2221-01_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270110629,0,0,0,0,0,0.017359155,0,0,0.012423651,0,0.005779162,0,0,0,0.017359155,0,0.033304114,0,0,0.012423651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270110629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200527877,0,0.270110629,0.270110629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358656872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015624084,0.015624084,0,0.005452999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688254,0,0,0.358656872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Early,case,14,0,2221-01
2221-02_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001482593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020533052,0,0,0,0,0,0,0,0,0,0,0,0,0.00203927,0,0.00435806,0,0,0.00203927,0,0,0.00203927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012131764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020533052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012131764,0.012131764,0,0,0,0,0,0,0,0.012131764,0,0.012131764,0.012131764,0.012131764,0,0,0,0.519802235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Early,control,8,24,2221-02
2221-02_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03159118,0.059380974,0,0.03159118,0,0,0,0.19914312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027789794,0,0,0.027789794,0,0.027789794,0,0,0,0.19914312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566263462,0.034882798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292523374,0,0,0.19914312,0.19914312,0.534672282,0,0,0.292523374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034882798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017005137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242148908,0.242148908,0,0,0,0,0,0,0,0.242148908,0,0.242148908,0.242148908,0.242148908,0,0,0,0.000967889,0,0,0,0,0,0,0,0,0,0,0,0,0.080971343,0.080971343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059380974,Early,control,19,13,2221-02
2221-02_11,0,0,0,0,0,0,0,0,0.007559906,0.007559906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007559906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030109982,0.059244104,0,0.030109982,0.008539745,0,0,0.128501297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029134122,0,0,0.032275699,0,0.033597167,0,0,0,0.128501297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391441528,0.028008021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199731712,0,0,0.128501297,0.128501297,0.361331547,0,0,0.199731712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028008021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012206671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164741411,0.161599834,0,0,0,0,0,0,0,0.161599834,0,0.161599834,0.161599834,0.161599834,0,0,0,0.001238799,0,0,0,0,0,0,0,0,0,0,0,0,0.312302655,0.312302655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059244104,Early,control,20,12,2221-02
2221-02_12,0,0,0,0,0,0,0,0,0.037028238,0.037028238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057679878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003532417,0.006673781,0,0.003532417,0.175709884,0,0,0.027293478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027639825,0,0,0,0,0,0.027639825,0.042604619,0.02065164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003141364,0,0,0.084300464,0,0.081346229,0,0,0,0.027293478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050342081,0.054238066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015664192,0,0,0.027293478,0.027293478,0.046809664,0,0,0.015664192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054238066,0,0.027639825,0,0,0,0,0,0.027639825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02065164,0,0,0,0,0,0.001548135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112304572,0.031145472,0,0,0,0,0,0,0,0.031145472,0,0.031145472,0.031145472,0.031145472,0,0,0,0.001638667,0,0,0,0,0,0,0,0,0,0,0,0,0.226141797,0.226141797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006673781,Early,control,24,8,2221-02
2221-02_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024385847,0,0,0,0,0,0,0.030961932,0,0.01818127,0,0,0,0.170921744,0.020166327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024385847,0.012780662,0.055455752,0,0.012780662,0.024385847,0.012780662,0,0.024385847,0,0.170921744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23298834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006995483,0,0,0.189103014,0.170921744,0.23298834,0,0,0.006995483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01818127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225992857,0.225992857,0,0,0,0,0,0,0,0.225992857,0,0.225992857,0.225992857,0.225992857,0,0,0,0.202504068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012780662,Early,control,10,22,2221-02
2221-02_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002393706,0,0,0,0,0,0,0,0,0,0,0,0,0.350116746,0.003467783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002393706,0,0.002393706,0,0,0.002393706,0,0,0.002393706,0,0.350116746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508393321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014518533,0,0,0.350116746,0.350116746,0.508393321,0,0,0.014518533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493874788,0.493874788,0,0,0,0,0,0,0,0.493874788,0,0.493874788,0.493874788,0.493874788,0,0,0,0.046627287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Early,control,11,21,2221-02
2221-02_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001576097,0,0,0,0,0,0,0,0,0,0,0,0,0.400326984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001576097,0,0.001576097,0,0,0.001576097,0,0,0.001576097,0,0.400326984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487767346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020610089,0,0,0.400326984,0.400326984,0.487767346,0,0,0.020610089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467157257,0.467157257,0,0,0,0,0,0,0,0.467157257,0,0.467157257,0.467157257,0.467157257,0,0,0,0.011263256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Early,control,13,19,2221-02
2221-02_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23507508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23507508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437157002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14668609,0,0,0.23507508,0.23507508,0.437157002,0,0,0.14668609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290470912,0.290470912,0,0,0,0,0,0,0,0.290470912,0,0.290470912,0.290470912,0.290470912,0,0,0,0.017557111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123960624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Early,control,14,18,2221-02
2221-02_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004921262,0,0,0,0,0,0,0.003425236,0,0,0,0,0,0.228292681,0.004292612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004921262,0.003425236,0.009712374,0,0.003425236,0.004921262,0.003425236,0,0.004921262,0,0.228292681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615572468,0.006852441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320699625,0,0,0.228292681,0.228292681,0.615572468,0,0,0.320699625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006852441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016034848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294872843,0.294872843,0,0,0,0,0,0,0,0.294872843,0,0.294872843,0.294872843,0.294872843,0,0,0,0.006406453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009831119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003425236,Early,control,15,17,2221-02
2221-02_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006079506,0,0,0,0,0,0.043688248,0.089226519,0,0.043688248,0,0,0,0.170020791,0.004413612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006079506,0.04553827,0.011222756,0,0.04553827,0.006079506,0.04553827,0,0.006079506,0,0.170020791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5966136,0.005673101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3375527,0,0,0.170020791,0.170020791,0.552925351,0,0,0.3375527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005673101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020881505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215372652,0.215372652,0,0,0,0,0,0,0,0.215372652,0,0.215372652,0.215372652,0.215372652,0,0,0,0.00632171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089226519,Early,control,16,16,2221-02
