"Days_before_onset","Feature","Freq","Dataset"
6,"DLFM04_03625.AmoxConc.TwinA.Time1_CHL_1.gene.3...2347.2676.complete_rest",50,"BacRest"
6,"DLFM06_00667.2.B7_TET_18.gene.5...3374.3745.complete_rest",100,"BacRest"
6,"DLFM06_01175.1.G7_CHL_4.gene.2...558.1790.complete_rest",41,"BacRest"
6,"DLFM06_01881.1.A5_TET_8.gene.4...2558.2899.complete_rest",99,"BacRest"
6,"DLFM10_00815.F18_FEP_31.gene.2...545.1312.complete_rest",98,"BacRest"
6,"DLFM10_01372.F21_CHL_6.gene.3...1182.1565.complete_rest",100,"BacRest"
6,"DLFM10_01387.F21_CHL_42.gene.3...533.991.complete_rest",100,"BacRest"
6,"DLFM10_01818.F2_CHL_21.gene.2...690.1013.complete_rest",100,"BacRest"
6,"DLFM13_04515.CBP15SR2_CHL_16.gene.1...231.1673.complete_rest",56,"BacRest"
6,"TRICLOSAN_rest",100,"BacRest"
6,"X0.WP_000506490_1.1.1.fabI.fabI.mutation.2...enoyl._acyl.carrier.protein__reductase_FabI_rest",100,"BacRest"
6,"X151859.AAA21096_1.1.1.arsC_gluta.arsC_gluta..1.ARSENATE.ARSENIC.glutaredoxin.dependent_arsenate_reductase_rest",26,"BacRest"
6,"X2947093.AAC38236_1.1.1.merE.merE..1.MERCURY.MERCURY.broad.spectrum_mercury_transporter_MerE_rest",86,"BacRest"
6,"X489000713.WP_002911375_1.1.1.mgrB.mgrB.mutation.2...PhoP_PhoQ_regulator_MgrB_rest",97,"BacRest"
6,"X490252783.WP_004150807_1.1.1.phoP.phoP.mutation.2...two.component_system_response_regulator_PhoP_rest",100,"BacRest"
6,"X504719719.WP_014906821_1.1.1.arnC.arnC.mutation.2...undecaprenyl.phosphate_4.deoxy.4.formamido.L.arabinose_transferase_ArnC_rest",99,"BacRest"
6,"ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose._path",44,"AllVars"
6,"ARO.PWY..chorismate.biosynthesis.I_path",86,"AllVars"
6,"DLFM04_00642.Control.TwinA.Time3_CAZ_29.gene.3...774.2540.complete_rest.x",98,"AllVars"
6,"DLFM04_00642.Control.TwinA.Time3_CAZ_29.gene.3...774.2540.complete_rest.y",95,"AllVars"
6,"DLFM10_01387.F21_CHL_42.gene.3...533.991.complete_rest.x",100,"AllVars"
6,"DLFM10_01387.F21_CHL_42.gene.3...533.991.complete_rest.y",100,"AllVars"
6,"GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol_path",98,"AllVars"
6,"HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.oxopent.4.enoate_path",92,"AllVars"
6,"HEMESYN2.PWY..heme.biosynthesis.II..anaerobic._path",80,"AllVars"
6,"HSERMETANA.PWY..L.methionine.biosynthesis.III_path",96,"AllVars"
6,"LACTOSECAT.PWY..lactose.and.galactose.degradation.I_path",100,"AllVars"
6,"P185.PWY..formaldehyde.assimilation.III..dihydroxyacetone.cycle._path",98,"AllVars"
6,"P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate_path",99,"AllVars"
6,"PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY..protocatechuate.degradation.II..ortho.cleavage.pathway._path",100,"AllVars"
6,"PWY.3841..folate.transformations.II_path",81,"AllVars"
6,"PWY.5005..biotin.biosynthesis.II_path",93,"AllVars"
6,"PWY.5181..toluene.degradation.III..aerobic...via.p.cresol._path",100,"AllVars"
6,"PWY.5417..catechol.degradation.III..ortho.cleavage.pathway._path",95,"AllVars"
6,"PWY.5431..aromatic.compounds.degradation.via..beta..ketoadipate_path",96,"AllVars"
6,"PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation_path",81,"AllVars"
6,"PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I_path",100,"AllVars"
6,"PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II_path",99,"AllVars"
6,"PWY.6151..S.adenosyl.L.methionine.cycle.I_path",100,"AllVars"
6,"PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate_path",61,"AllVars"
6,"PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis_path",99,"AllVars"
6,"PWY.6318..L.phenylalanine.degradation.IV..mammalian..via.side.chain._path",27,"AllVars"
6,"PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing._path",77,"AllVars"
6,"PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing._path",48,"AllVars"
6,"PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.oxopent.4.enoate_path",96,"AllVars"
6,"PWY.6737..starch.degradation.V_MAX",100,"AllVars"
6,"PWY.7013..L.1.2.propanediol.degradation_MAX",96,"AllVars"
6,"PWY.7013..L.1.2.propanediol.degradation_path",100,"AllVars"
6,"PWY.7204..pyridoxal.5..phosphate.salvage.II..plants._MAX",98,"AllVars"
6,"PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis_path",100,"AllVars"
6,"PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis_path",100,"AllVars"
6,"PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II_path",85,"AllVars"
6,"PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I_path",100,"AllVars"
6,"PWY0.1338..polymyxin.resistance_path",96,"AllVars"
6,"PWY3DJ.35471..L.ascorbate.biosynthesis.IV_path",92,"AllVars"
6,"TRNA.CHARGING.PWY..tRNA.charging_path",93,"AllVars"
6,"X0.WP_000506490_1.1.1.fabI.fabI.mutation.2...enoyl._acyl.carrier.protein__reductase_FabI_rest.x",100,"AllVars"
6,"X0.WP_000506490_1.1.1.fabI.fabI.mutation.2...enoyl._acyl.carrier.protein__reductase_FabI_rest.y",100,"AllVars"
6,"X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis_path",100,"AllVars"
7,"DLFM04_03227.AmoxConc.TwinB.Time2_TMP_44.gene.4...1851.2345.complete_rest",100,"BacRest"
7,"DLFM10_01387.F21_CHL_42.gene.3...533.991.complete_rest",100,"BacRest"
7,"DLFM13_04515.CBP15SR2_CHL_16.gene.1...231.1673.complete_rest",100,"BacRest"
7,"LINCOSAMIDE.STREPTOGRAMIN_rest",99,"BacRest"
7,"LIPOPEPTIDE_rest",100,"BacRest"
7,"X1011600567.WP_002389492_1.1.1.gshF.gshF.mutation.2...bifunctional_glutamate..cysteine_ligase_glutathione_synthetase_GshF_rest",100,"BacRest"
7,"X1028099835.WP_063856107_1.1.1.tet.M..tet.M..target_protection.2.TETRACYCLINE.TETRACYCLINE.tetracycline_resistance_ribosomal_protection_protein_Tet.M._rest",100,"BacRest"
7,"X1327477942.WP_101982161_1.1.1.parC.parC.mutation.2...DNA_topoisomerase_IV_subunit_A_ParC_rest",100,"BacRest"
7,"X29344842.WP_002355137_1.1.1.liaR.liaR.mutation.2...response_regulator_transcription_factor_LiaR_rest",100,"BacRest"
7,"X29344843.WP_002365182_1.1.1.liaS.liaS.mutation.2...sensor_histidine_kinase_LiaS_rest",100,"BacRest"
7,"X29344844.WP_002381168_1.1.1.liaF.liaF.mutation.2...three.component_signaling_pathway_regulator_LiaF_rest",100,"BacRest"
7,"X488293845.WP_002365053_1.1.1.lsa.A..lsa.A..target_protection.2.LINCOSAMIDE_STREPTOGRAMIN.LINCOSAMIDE_STREPTOGRAMIN.ABC.F_type_ribosomal_protection_protein_Lsa.A._rest",99,"BacRest"
7,"X488300672.WP_002371880_1.1.1.parC.parC.mutation.2...DNA_topoisomerase_IV_subunit_A_ParC_rest",100,"BacRest"
7,"X727330535.WP_033785346_1.1.1.gyrA.gyrA.mutation.2...DNA_gyrase_subunit_A_GyrA_rest",100,"BacRest"
7,"ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle._path",100,"AllVars"
7,"AST.PWY..L.arginine.degradation.II..AST.pathway._path",100,"AllVars"
7,"DLFM13_04515.CBP15SR2_CHL_16.gene.1...231.1673.complete_rest.x",100,"AllVars"
7,"DLFM13_04515.CBP15SR2_CHL_16.gene.1...231.1673.complete_rest.y",100,"AllVars"
7,"DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I_path",100,"AllVars"
7,"FERMENTATION.PWY..mixed.acid.fermentation_path",100,"AllVars"
7,"GLYCOLYSIS.TCA.GLYOX.BYPASS..superpathway.of.glycolysis..pyruvate.dehydrogenase..TCA..and.glyoxylate.bypass_path",100,"AllVars"
7,"GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol_path",32,"AllVars"
7,"HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.oxopent.4.enoate_path",27,"AllVars"
7,"LIPOPEPTIDE_rest.x",62,"AllVars"
7,"LIPOPEPTIDE_rest.y",71,"AllVars"
7,"NAGLIPASYN.PWY..lipid.IVA.biosynthesis_path",99,"AllVars"
7,"OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli._path",100,"AllVars"
7,"P164.PWY..purine.nucleobases.degradation.I..anaerobic._path",100,"AllVars"
7,"PWY.3841..folate.transformations.II_path",98,"AllVars"
7,"PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline._path",100,"AllVars"
7,"PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation_path",100,"AllVars"
7,"PWY.5973..cis.vaccenate.biosynthesis_path",80,"AllVars"
7,"PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I_path",99,"AllVars"
7,"PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II_path",94,"AllVars"
7,"PWY.6123..inosine.5..phosphate.biosynthesis.I_path",88,"AllVars"
7,"PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II_path",81,"AllVars"
7,"PWY.6151..S.adenosyl.L.methionine.cycle.I_path",100,"AllVars"
7,"PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis_path",93,"AllVars"
7,"PWY.6527..stachyose.degradation_path",62,"AllVars"
7,"PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.oxopent.4.enoate_path",40,"AllVars"
7,"PWY.6803..phosphatidylcholine.acyl.editing_path",100,"AllVars"
7,"PWY.6892..thiazole.biosynthesis.I..E..coli._path",100,"AllVars"
7,"PWY.7013..L.1.2.propanediol.degradation_path",32,"AllVars"
7,"PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type_path",100,"AllVars"
7,"PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis_path",100,"AllVars"
7,"PWY.7234..inosine.5..phosphate.biosynthesis.III_path",72,"AllVars"
7,"PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II_path",100,"AllVars"
7,"PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I_path",93,"AllVars"
7,"PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing._path",98,"AllVars"
7,"PWY66.422..D.galactose.degradation.V..Leloir.pathway._path",98,"AllVars"
7,"SO4ASSIM.PWY..sulfate.reduction.I..assimilatory._path",100,"AllVars"
7,"SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis_path",100,"AllVars"
7,"TRNA.CHARGING.PWY..tRNA.charging_path",99,"AllVars"
7,"UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I_path",79,"AllVars"
7,"X1028099835.WP_063856107_1.1.1.tet.M..tet.M..target_protection.2.TETRACYCLINE.TETRACYCLINE.tetracycline_resistance_ribosomal_protection_protein_Tet.M._rest.x",100,"AllVars"
7,"X1028099835.WP_063856107_1.1.1.tet.M..tet.M..target_protection.2.TETRACYCLINE.TETRACYCLINE.tetracycline_resistance_ribosomal_protection_protein_Tet.M._rest.y",99,"AllVars"
7,"X29344842.WP_002355137_1.1.1.liaR.liaR.mutation.2...response_regulator_transcription_factor_LiaR_rest.y",28,"AllVars"
8,"DLFM02_01131.F19_SXT_62.gene.2...712.1503.complete_rest",55,"BacRest"
8,"DLFM06_00140.5.A5_TET_20.gene.2...387.1685.complete_rest",69,"BacRest"
8,"DLFM06_00140.5.A5_TET_20.gene.3...1723.2259.complete_rest",55,"BacRest"
8,"DLFM06_00667.2.B7_TET_18.gene.5...3374.3745.complete_rest",64,"BacRest"
8,"DLFM06_00778.2.B7_AMC_9.gene.5...3689.4450.complete_rest",65,"BacRest"
8,"DLFM06_00839.1.H8_PEN_88.gene.1...21.716.complete_rest",39,"BacRest"
8,"DLFM06_00897.1.H8_PEN_30.gene.12...7416.7823.complete_rest",79,"BacRest"
8,"DLFM06_01043.1.H5_CHL_6.gene.4...2479.2844.complete_rest",39,"BacRest"
8,"DLFM10_03719.F19_TET_34.gene.5...4960.5445.complete_rest",26,"BacRest"
8,"DLFM11_04552.P02SR2_GEN_4.gene.1...108.500.complete_rest",38,"BacRest"
8,"DLFM13_04515.CBP15SR2_CHL_16.gene.1...231.1673.complete_rest",100,"BacRest"
8,"DOME_00408.P11.CX_2.gene.5...2327.2920.complete_rest",63,"BacRest"
8,"EFFLUX_rest",91,"BacRest"
8,"gb.BAH63251_1.ARO_3004580.Kpne_KpnE__Klebsiella_pneumoniae_rest",84,"BacRest"
8,"X0.WP_002911442_1.1.1.lpxM.lpxM.mutation.2...lauroyl.Kdo.2..lipid_IV.A._myristoyltransferase_LpxM_rest",40,"BacRest"
8,"X0.WP_004141771_1.1.1.ompK35.ompK35.mutation.2...outer_membrane_porin_OmpK35_rest",52,"BacRest"
8,"X1028110276.WP_063864646_1.1.1.blaSHV.16.blaSHV.hydrolase.2.CEPHALOSPORIN.BETA.LACTAM.class_A_extended.spectrum_beta.lactamase_SHV.16_rest",49,"BacRest"
8,"X1028111146.WP_063865358_1.1.1.oqxA2.oqxA.efflux.2.PHENICOL_QUINOLONE.PHENICOL_QUINOLONE.multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_OqxA2_rest",67,"BacRest"
8,"X1327477942.WP_101982161_1.1.1.parC.parC.mutation.2...DNA_topoisomerase_IV_subunit_A_ParC_rest",100,"BacRest"
8,"X356596044.AET17094_1.1.1.arsR_pKW301.arsR_pKW301..1.ARSENIC.ARSENIC.As.III..sensing_metalloregulatory_transcriptional_repressor_ArsR_rest",100,"BacRest"
8,"X481023861.WP_001295325_1.1.1.lon.lon.mutation.2...Lon_protease_rest",98,"BacRest"
8,"X490288705.WP_004184324_1.1.1.crrB.crrB.mutation.2...HAMP_domain.containing_histidine_kinase_CrrB_rest",51,"BacRest"
8,"X99030340.ABF61437_1.1.1.ncrY.ncrY..1.NICKEL.NICKEL.nickel_resistance_OB_fold_protein_NcrY_rest",26,"BacRest"
8,"AST.PWY..L.arginine.degradation.II..AST.pathway._path",84,"AllVars"
8,"DLFM13_04515.CBP15SR2_CHL_16.gene.1...231.1673.complete_rest.x",100,"AllVars"
8,"DLFM13_04515.CBP15SR2_CHL_16.gene.1...231.1673.complete_rest.y",100,"AllVars"
8,"FASYN.ELONG.PWY..fatty.acid.elongation....saturated_MAX",36,"AllVars"
8,"P108.PWY..pyruvate.fermentation.to.propanoate.I_path",50,"AllVars"
8,"P221.PWY..octane.oxidation_MAX",57,"AllVars"
8,"PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing._MAX",68,"AllVars"
8,"PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline._path",68,"AllVars"
8,"PWY.5177..glutaryl.CoA.degradation_MAX",38,"AllVars"
8,"PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation_path",64,"AllVars"
8,"PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I_path",55,"AllVars"
8,"PWY.6151..S.adenosyl.L.methionine.cycle.I_path",60,"AllVars"
8,"PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate._MAX",47,"AllVars"
8,"PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing._MAX",41,"AllVars"
8,"PWY.6803..phosphatidylcholine.acyl.editing_path",100,"AllVars"
8,"PWY.7013..L.1.2.propanediol.degradation_MAX",89,"AllVars"
8,"PWY.7013..L.1.2.propanediol.degradation_path",48,"AllVars"
8,"PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type_path",66,"AllVars"
8,"PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation_path",38,"AllVars"
8,"PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis_path",67,"AllVars"
8,"PWY.7237..myo...chiro..and.scillo.inositol.degradation_MAX",58,"AllVars"
8,"PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I_path",60,"AllVars"
8,"PWY0.881..superpathway.of.fatty.acid.biosynthesis.I..E..coli._path",26,"AllVars"
8,"PWYG.321..mycolate.biosynthesis_MAX",90,"AllVars"
8,"SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I_MAX",84,"AllVars"
8,"SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis_path",39,"AllVars"
8,"THISYNARA.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.III..eukaryotes._path",53,"AllVars"
8,"UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I_path",85,"AllVars"
8,"Veillonella_bac",77,"AllVars"
8,"X1327477942.WP_101982161_1.1.1.parC.parC.mutation.2...DNA_topoisomerase_IV_subunit_A_ParC_rest.x",59,"AllVars"
8,"X1327477942.WP_101982161_1.1.1.parC.parC.mutation.2...DNA_topoisomerase_IV_subunit_A_ParC_rest.y",56,"AllVars"
8,"X356596044.AET17094_1.1.1.arsR_pKW301.arsR_pKW301..1.ARSENIC.ARSENIC.As.III..sensing_metalloregulatory_transcriptional_repressor_ArsR_rest.x",80,"AllVars"
8,"X356596044.AET17094_1.1.1.arsR_pKW301.arsR_pKW301..1.ARSENIC.ARSENIC.As.III..sensing_metalloregulatory_transcriptional_repressor_ArsR_rest.y",75,"AllVars"
8,"X481023861.WP_001295325_1.1.1.lon.lon.mutation.2...Lon_protease_rest.x",27,"AllVars"
8,"X481023861.WP_001295325_1.1.1.lon.lon.mutation.2...Lon_protease_rest.y",30,"AllVars"
